date,SMA
2009-05-14,197.0646
2009-05-15,197.0084
2009-05-18,197.4482
2009-05-19,197.8848
2009-05-20,198.2189
2009-05-21,198.515
2009-05-22,198.6156
2009-05-26,199.0773
2009-05-27,199.6252
2009-05-28,200.0999
2009-05-29,200.6331
2009-06-01,201.4574
2009-06-02,202.1199
2009-06-03,202.8386
2009-06-04,203.7617
2009-06-05,204.9582
2009-06-08,205.7466
2009-06-09,206.4398
2009-06-10,207.2821
2009-06-11,208.2717
2009-06-12,209.2081
2009-06-15,209.8794
2009-06-16,210.3599
2009-06-17,210.7681
2009-06-18,211.1914
2009-06-19,211.783
2009-06-22,212.1303
2009-06-23,212.1634
2009-06-24,212.257
2009-06-25,212.3916
2009-06-26,212.5945
2009-06-29,212.5338
2009-06-30,212.363
2009-07-01,212.0456
2009-07-02,211.2484
2009-07-06,210.3779
2009-07-07,209.3212
2009-07-08,208.4903
2009-07-09,207.9334
2009-07-10,207.5672
2009-07-13,207.5537
2009-07-14,207.7523
2009-07-15,208.3083
2009-07-16,208.9964
2009-07-17,209.4024
2009-07-20,209.6552
2009-07-21,210.1705
2009-07-22,210.7225
2009-07-23,211.426
2009-07-24,212.2021
2009-07-27,212.6906
2009-07-28,213.0846
2009-07-29,213.452
2009-07-30,214.1203
2009-07-31,214.9869
2009-08-03,216.0552
2009-08-04,217.4873
2009-08-05,218.7073
2009-08-06,219.7096
2009-08-07,220.7804
2009-08-10,221.5907
2009-08-11,222.3241
2009-08-12,222.8359
2009-08-13,223.3294
2009-08-14,224.0755
2009-08-17,224.4446
2009-08-18,224.8805
2009-08-19,225.2887
2009-08-20,225.8672
2009-08-21,226.3317
2009-08-24,226.9318
2009-08-25,227.7222
2009-08-26,228.5187
2009-08-27,229.0307
2009-08-28,229.5749
2009-08-31,229.8122
2009-09-01,229.863
2009-09-02,229.9099
2009-09-03,230.0894
2009-09-04,230.1948
2009-09-08,230.2452
2009-09-09,230.4968
2009-09-10,230.8068
2009-09-11,231.054
2009-09-14,231.4332
2009-09-15,232.252
2009-09-16,233.3305
2009-09-17,234.528
2009-09-18,235.3066
2009-09-21,236.1031
2009-09-22,236.8637
2009-09-23,237.543
2009-09-24,238.2645
2009-09-25,238.9271
2009-09-28,239.7742
2009-09-29,240.6985
2009-09-30,241.7039
2009-10-01,242.5613
2009-10-02,243.2399
2009-10-05,243.9225
2009-10-06,244.9286
2009-10-07,246.272
2009-10-08,247.3563
2009-10-09,248.4625
2009-10-12,249.6893
2009-10-13,250.9073
2009-10-14,252.0867
2009-10-15,253.0444
2009-10-16,254.5086
2009-10-19,255.8902
2009-10-20,257.2107
2009-10-21,258.5308
2009-10-22,259.9682
2009-10-23,261.5032
2009-10-26,262.8995
2009-10-27,264.1474
2009-10-28,265.2621
2009-10-29,266.8633
2009-10-30,268.1558
2009-11-02,269.296
2009-11-03,270.2628
2009-11-04,270.8343
2009-11-05,271.6987
2009-11-06,272.5727
2009-11-09,273.5374
2009-11-10,274.5568
2009-11-11,275.4405
2009-11-12,276.3919
2009-11-13,276.9487
2009-11-16,277.5553
2009-11-17,278.2015
2009-11-18,278.8423
2009-11-19,279.3162
2009-11-20,279.7243
2009-11-23,280.43
2009-11-24,281.3027
2009-11-25,282.4422
2009-11-27,283.1622
2009-11-30,284.3378
2009-12-01,285.7391
2009-12-02,286.9985
2009-12-03,288.1373
2009-12-04,289.0491
2009-12-07,289.9306
2009-12-08,290.546
2009-12-09,291.1042
2009-12-10,291.6293
2009-12-11,292.1976
2009-12-14,292.7914
2009-12-15,293.2142
2009-12-16,293.7225
2009-12-17,294.1561
2009-12-18,294.7437
2009-12-21,295.4638
2009-12-22,295.9345
2009-12-23,296.6515
2009-12-24,297.4725
2009-12-28,298.5536
2009-12-29,299.4664
2009-12-30,300.2905
2009-12-31,301.1047
2010-01-04,302.1332
2010-01-05,303.1107
2010-01-06,303.6626
2010-01-07,303.8394
2010-01-08,304.1654
2010-01-11,304.4064
2010-01-12,304.4057
2010-01-13,304.189
2010-01-14,304.1065
2010-01-15,303.6611
2010-01-19,303.5026
2010-01-20,303.1011
2010-01-21,302.7074
2010-01-22,301.4257
2010-01-25,299.6282
2010-01-26,297.7208
2010-01-27,295.6953
2010-01-28,293.5609
2010-01-29,291.2341
2010-02-01,289.0534
2010-02-02,286.6552
2010-02-03,284.5695
2010-02-04,282.5262
2010-02-05,280.9511
2010-02-08,279.232
2010-02-09,277.6103
2010-02-10,276.205
2010-02-11,274.9339
2010-02-12,273.5112
2010-02-16,272.5407
2010-02-17,271.3016
2010-02-18,270.369
2010-02-19,269.3103
2010-02-22,269.1295
2010-02-23,269.0058
2010-02-24,268.7312
2010-02-25,268.3383
2010-02-26,268.1504
2010-03-01,268.2193
2010-03-02,268.4209
2010-03-03,268.777
2010-03-04,269.1223
2010-03-05,270.061
2010-03-08,270.8432
2010-03-09,271.5133
2010-03-10,272.5166
2010-03-11,273.6876
2010-03-12,274.7694
2010-03-15,275.5233
2010-03-16,276.1226
2010-03-17,276.8086
2010-03-18,277.3899
2010-03-19,277.8723
2010-03-22,278.2409
2010-03-23,278.5902
2010-03-24,279.2387
2010-03-25,280.1528
2010-03-26,281.0528
2010-03-29,281.7991
2010-03-30,282.4424
2010-03-31,282.9891
2010-04-01,283.3454
2010-04-05,283.5159
2010-04-06,283.6599
2010-04-07,283.7439
2010-04-08,283.5192
2010-04-09,283.145
2010-04-12,282.9743
2010-04-13,283.5658
2010-04-14,284.1627
2010-04-15,284.9085
2010-04-16,284.5009
2010-04-19,284.2526
2010-04-20,284.1909
2010-04-21,284.3238
2010-04-22,284.0663
2010-04-23,283.6176
2010-04-26,282.839
2010-04-27,282.0016
2010-04-28,281.0607
2010-04-29,280.18
2010-04-30,279.0991
2010-05-03,278.0857
2010-05-04,276.5346
2010-05-05,275.186
2010-05-06,273.4601
2010-05-07,271.6275
2010-05-10,270.3465
2010-05-11,268.3975
2010-05-12,266.3008
2010-05-13,264.1838
2010-05-14,263.1151
2010-05-17,262.0586
2010-05-18,260.6374
2010-05-19,259.1361
2010-05-20,257.3292
2010-05-21,255.5001
2010-05-24,254.1339
2010-05-25,252.8301
2010-05-26,251.4829
2010-05-27,250.4412
2010-05-28,249.4365
2010-06-01,248.227
2010-06-02,247.901
2010-06-03,247.7967
2010-06-04,247.7979
2010-06-07,247.6068
2010-06-08,246.6822
2010-06-09,245.8038
2010-06-10,245.3428
2010-06-11,244.7816
2010-06-14,244.1712
2010-06-15,243.921
2010-06-16,243.9937
2010-06-17,244.1354
2010-06-18,244.7628
2010-06-21,245.1768
2010-06-22,245.4048
2010-06-23,245.5297
2010-06-24,245.5204
2010-06-25,245.0745
2010-06-28,244.7347
2010-06-29,244.0298
2010-06-30,242.8155
2010-07-01,241.1577
2010-07-02,239.5986
2010-07-06,238.3585
2010-07-07,237.4914
2010-07-08,237.0535
2010-07-09,236.564
2010-07-12,236.2463
2010-07-13,236.397
2010-07-14,236.2301
2010-07-15,236.0483
2010-07-16,235.0333
2010-07-19,234.1844
2010-07-20,234.0096
2010-07-21,233.7902
2010-07-22,233.8594
2010-07-23,234.2346
2010-07-26,234.6431
2010-07-27,235.1584
2010-07-28,235.913
2010-07-29,236.9171
2010-07-30,238.0546
2010-08-02,239.4053
2010-08-03,240.7535
2010-08-04,242.1608
2010-08-05,243.4533
2010-08-06,244.2741
2010-08-09,245.0144
2010-08-10,245.3782
2010-08-11,245.3884
2010-08-12,245.338
2010-08-13,246.0087
2010-08-16,246.4954
2010-08-17,246.7193
2010-08-18,246.836
2010-08-19,246.4137
2010-08-20,245.7105
2010-08-23,245.0861
2010-08-24,244.0519
2010-08-25,243.3063
2010-08-26,242.4534
2010-08-27,241.8009
2010-08-30,240.855
2010-08-31,239.8567
2010-09-01,238.7034
2010-09-02,237.5769
2010-09-03,236.8266
2010-09-07,235.7996
2010-09-08,234.9688
2010-09-09,234.5786
2010-09-10,234.1806
2010-09-13,234.0783
2010-09-14,233.9489
2010-09-15,233.7012
2010-09-16,233.6738
2010-09-17,234.23
2010-09-20,235.3901
2010-09-21,236.6287
2010-09-22,238.249
2010-09-23,239.725
2010-09-24,241.6387
2010-09-27,243.4337
2010-09-28,245.3015
2010-09-29,247.2492
2010-09-30,248.8908
2010-10-01,250.4566
2010-10-04,251.7619
2010-10-05,253.6134
2010-10-06,255.2126
2010-10-07,256.5625
2010-10-08,258.0724
2010-10-11,259.491
2010-10-12,261.0197
2010-10-13,262.5911
2010-10-14,264.0925
2010-10-15,266.8836
2010-10-18,269.6278
2010-10-19,271.9944
2010-10-20,274.301
2010-10-21,276.7714
2010-10-22,278.909
2010-10-25,281.0679
2010-10-26,283.3607
2010-10-27,285.5871
2010-10-28,287.914
2010-10-29,290.1228
2010-11-01,292.4463
2010-11-02,294.3865
2010-11-03,296.5389
2010-11-04,298.9027
2010-11-05,301.1278
2010-11-08,303.3329
2010-11-09,305.4251
2010-11-10,307.4207
2010-11-11,309.3331
2010-11-12,309.3793
2010-11-15,308.8216
2010-11-16,308.2169
2010-11-17,307.6043
2010-11-18,307.2174
2010-11-19,306.6732
2010-11-22,306.0392
2010-11-23,305.1467
2010-11-24,304.6075
2010-11-26,303.8908
2010-11-29,303.0986
2010-11-30,301.6118
2010-12-01,300.3266
2010-12-02,299.1138
2010-12-03,297.8281
2010-12-06,296.6565
2010-12-07,295.6627
2010-12-08,294.803
2010-12-09,294.0161
2010-12-10,293.3897
2010-12-13,293.1722
2010-12-14,293.1582
2010-12-15,293.3232
2010-12-16,293.5278
2010-12-17,293.3834
2010-12-20,293.4895
2010-12-21,293.7866
2010-12-22,294.3504
2010-12-23,294.5826
2010-12-27,294.8931
2010-12-28,295.3146
2010-12-29,296.4504
2010-12-30,297.3158
2010-12-31,297.8713
2011-01-03,298.6574
2011-01-04,299.2533
2011-01-05,299.8032
2011-01-06,300.379
2011-01-07,301.0044
2011-01-10,301.5561
2011-01-11,302.0925
2011-01-12,302.6432
2011-01-13,303.305
2011-01-14,304.1193
2011-01-18,305.3438
2011-01-19,306.2639
2011-01-20,306.8582
2011-01-21,307.0172
2011-01-24,307.189
2011-01-25,307.6286
2011-01-26,308.0695
2011-01-27,308.4655
2011-01-28,308.5189
2011-01-31,308.6791
2011-02-01,308.8469
2011-02-02,309.0946
2011-02-03,309.1217
2011-02-04,309.0585
2011-02-07,309.0047
2011-02-08,309.1093
2011-02-09,309.1216
2011-02-10,309.1108
2011-02-11,309.3067
2011-02-14,309.4062
2011-02-15,309.018
2011-02-16,308.8292
2011-02-17,308.7913
2011-02-18,309.249
2011-02-22,309.2272
2011-02-23,309.0118
2011-02-24,308.8192
2011-02-25,308.6499
2011-02-28,308.9611
2011-03-01,308.9711
2011-03-02,308.7141
2011-03-03,308.6529
2011-03-04,308.4139
2011-03-07,307.9294
2011-03-08,307.3781
2011-03-09,306.7108
2011-03-10,305.803
2011-03-11,304.8067
2011-03-14,303.4397
2011-03-15,301.9704
2011-03-16,300.289
2011-03-17,298.7126
2011-03-18,297.1026
2011-03-21,295.759
2011-03-22,294.9342
2011-03-23,294.2029
2011-03-24,293.653
2011-03-25,292.8931
2011-03-28,291.9392
2011-03-29,291.462
2011-03-30,290.9867
2011-03-31,290.415
2011-04-01,290.1938
2011-04-04,290.094
2011-04-05,289.5117
2011-04-06,289.0706
2011-04-07,289.0631
2011-04-08,289.0994
2011-04-11,289.2845
2011-04-12,289.3108
2011-04-13,289.7918
2011-04-14,290.2219
2011-04-15,289.4605
2011-04-18,288.2152
2011-04-19,286.8161
2011-04-20,285.401
2011-04-21,283.8515
2011-04-25,282.48
2011-04-26,281.4132
2011-04-27,280.3105
2011-04-28,279.2104
2011-04-29,278.1406
2011-05-02,276.8055
2011-05-03,275.4566
2011-05-04,274.6215
2011-05-05,273.6206
2011-05-06,272.4997
2011-05-09,271.4845
2011-05-10,270.6141
2011-05-11,269.7324
2011-05-12,268.6984
2011-05-13,267.4707
2011-05-16,267.1627
2011-05-17,267.2535
2011-05-18,267.4611
2011-05-19,267.5996
2011-05-20,267.5727
2011-05-23,267.4057
2011-05-24,267.0406
2011-05-25,266.5869
2011-05-26,266.0894
2011-05-27,265.5076
2011-05-31,265.2684
2011-06-01,265.0605
2011-06-02,264.8666
2011-06-03,264.586
2011-06-06,264.2289
2011-06-07,263.7612
2011-06-08,263.1721
2011-06-09,262.7027
2011-06-10,262.0621
2011-06-13,261.4397
2011-06-14,261.1876
2011-06-15,260.4978
2011-06-16,259.7595
2011-06-17,258.6001
2011-06-20,257.6108
2011-06-21,256.9741
2011-06-22,256.1903
2011-06-23,255.201
2011-06-24,254.1164
2011-06-27,253.161
2011-06-28,252.274
2011-06-29,251.5711
2011-06-30,251.0274
2011-07-01,250.9759
2011-07-05,251.2613
2011-07-06,251.6708
2011-07-07,252.3587
2011-07-08,252.7414
2011-07-11,253.1871
2011-07-12,253.9214
2011-07-13,254.671
2011-07-14,255.3227
2011-07-15,257.7615
2011-07-18,260.518
2011-07-19,263.4764
2011-07-20,266.0431
2011-07-21,269.052
2011-07-22,272.5129
2011-07-25,276.1266
2011-07-26,279.6304
2011-07-27,282.4784
2011-07-28,285.3215
2011-07-29,287.7617
2011-08-01,289.9119
2011-08-02,291.4156
2011-08-03,293.0659
2011-08-04,293.8413
2011-08-05,295.0212
2011-08-08,295.4912
2011-08-09,296.4792
2011-08-10,296.7488
2011-08-11,297.5811
2011-08-12,296.7322
2011-08-15,295.7866
2011-08-16,294.1929
2011-08-17,292.6331
2011-08-18,290.0724
2011-08-19,286.8798
2011-08-22,283.8502
2011-08-23,281.2497
2011-08-24,279.1449
2011-08-25,276.8654
2011-08-26,274.9387
2011-08-29,273.2412
2011-08-30,271.9447
2011-08-31,270.4348
2011-09-01,269.3058
2011-09-02,267.9466
2011-09-06,267.3488
2011-09-07,266.3612
2011-09-08,266.0089
2011-09-09,265.074
2011-09-12,264.2302
2011-09-13,263.5353
2011-09-14,263.3615
2011-09-15,263.5975
2011-09-16,264.6457
2011-09-19,266.0438
2011-09-20,267.2589
2011-09-21,267.77
2011-09-22,267.704
2011-09-23,267.8412
2011-09-26,267.9673
2011-09-27,267.9738
2011-09-28,267.6764
2011-09-29,267.3389
2011-09-30,266.901
2011-10-03,266.1658
2011-10-04,265.6572
2011-10-05,264.9217
2011-10-06,264.4138
2011-10-07,264.1698
2011-10-10,264.3466
2011-10-11,264.6892
2011-10-12,265.1012
2011-10-13,265.5132
2011-10-14,266.6417
2011-10-17,267.538
2011-10-18,268.6385
2011-10-19,269.6792
2011-10-20,271.2594
2011-10-21,272.8889
2011-10-24,274.5071
2011-10-25,275.606
2011-10-26,277.0472
2011-10-27,278.832
2011-10-28,280.9661
2011-10-31,283.4016
2011-11-01,285.3263
2011-11-02,287.3355
2011-11-03,289.4116
2011-11-04,291.4434
2011-11-07,293.2279
2011-11-08,294.9623
2011-11-09,296.2776
2011-11-10,297.1826
2011-11-11,297.6007
2011-11-14,298.3678
2011-11-15,299.021
2011-11-16,299.7927
2011-11-17,300.224
2011-11-18,300.3341
2011-11-21,299.9459
2011-11-22,299.8667
2011-11-23,299.4604
2011-11-25,298.5659
2011-11-28,298.2662
2011-11-29,298.0227
2011-11-30,298.5428
2011-12-01,299.2688
2011-12-02,299.8421
2011-12-05,300.5821
2011-12-06,300.9693
2011-12-07,301.2464
2011-12-08,301.6251
2011-12-09,302.4361
2011-12-12,302.8634
2011-12-13,303.1801
2011-12-14,303.218
2011-12-15,303.4204
2011-12-16,304.0496
2011-12-19,304.7254
2011-12-20,305.965
2011-12-21,307.114
2011-12-22,308.6084
2011-12-23,310.3673
2011-12-27,311.6729
2011-12-28,313.0965
2011-12-29,314.1751
2011-12-30,314.9808
2012-01-03,316.1106
2012-01-04,317.1796
2012-01-05,318.0633
2012-01-06,318.7311
2012-01-09,318.8919
2012-01-10,318.7846
2012-01-11,318.7989
2012-01-12,318.8994
2012-01-13,319.0729
2012-01-17,319.2996
2012-01-18,319.4739
2012-01-19,319.9188
2012-01-20,318.8059
2012-01-23,317.7953
2012-01-24,316.5722
2012-01-25,314.9761
2012-01-26,313.1667
2012-01-27,311.6691
2012-01-30,310.0463
2012-01-31,308.3965
2012-02-01,306.2754
2012-02-02,304.1898
2012-02-03,302.6179
2012-02-06,301.5915
2012-02-07,301.198
2012-02-08,300.8647
2012-02-09,300.5011
2012-02-10,299.906
2012-02-13,299.5853
2012-02-14,299.1133
2012-02-15,298.4275
2012-02-16,297.5987
2012-02-17,298.0664
2012-02-21,298.7806
2012-02-22,299.4579
2012-02-23,300.3762
2012-02-24,301.4245
2012-02-27,302.16
2012-02-28,303.1806
2012-02-29,304.1371
2012-03-01,305.1796
2012-03-02,306.0859
2012-03-05,306.5352
2012-03-06,306.4317
2012-03-07,306.4324
2012-03-08,306.3645
2012-03-09,306.0833
2012-03-12,306.0643
2012-03-13,306.2042
2012-03-14,306.3605
2012-03-15,306.7509
2012-03-16,307.2153
2012-03-19,307.9511
2012-03-20,308.4399
2012-03-21,309.2434
2012-03-22,310.2449
2012-03-23,311.0647
2012-03-26,312.0683
2012-03-27,312.7863
2012-03-28,313.7269
2012-03-29,314.3792
2012-03-30,314.8805
2012-04-02,315.6998
2012-04-03,316.6442
2012-04-04,317.3551
2012-04-05,317.9866
2012-04-09,318.7537
2012-04-10,319.2981
2012-04-11,319.7541
2012-04-12,320.6323
2012-04-13,320.7193
2012-04-16,320.2436
2012-04-17,319.6314
2012-04-18,318.9784
2012-04-19,317.9583
2012-04-20,316.7046
2012-04-23,315.5764
2012-04-24,314.3712
2012-04-25,313.4358
2012-04-26,312.4254
2012-04-27,311.5871
2012-04-30,310.6745
2012-05-01,309.609
2012-05-02,308.7222
2012-05-03,308.1171
2012-05-04,307.2306
2012-05-07,306.6466
2012-05-08,306.2937
2012-05-09,305.6214
2012-05-10,304.6848
2012-05-11,304.199
2012-05-14,304.1471
2012-05-15,304.1857
2012-05-16,304.7244
2012-05-17,305.32
2012-05-18,305.4288
2012-05-21,305.8429
2012-05-22,305.8311
2012-05-23,305.8246
2012-05-24,305.5284
2012-05-25,304.9403
2012-05-29,304.6768
2012-05-30,304.2705
2012-05-31,303.6085
2012-06-01,302.6044
2012-06-04,302.1434
2012-06-05,301.2121
2012-06-06,300.4041
2012-06-07,299.6287
2012-06-08,298.7959
2012-06-11,297.8748
2012-06-12,296.8992
2012-06-13,295.6449
2012-06-14,293.8925
2012-06-15,292.4244
2012-06-18,291.6834
2012-06-19,290.8664
2012-06-20,290.2823
2012-06-21,289.1726
2012-06-22,288.3657
2012-06-25,287.5925
2012-06-26,286.8487
2012-06-27,286.374
2012-06-28,285.959
2012-06-29,286.1869
2012-07-02,286.2341
2012-07-03,286.6709
2012-07-05,287.0559
2012-07-06,287.2502
2012-07-09,287.3896
2012-07-10,287.7207
2012-07-11,287.8734
2012-07-12,288.1089
2012-07-13,288.547
2012-07-16,288.808
2012-07-17,288.9555
2012-07-18,288.9362
2012-07-19,289.3261
2012-07-20,290.4699
2012-07-23,291.5741
2012-07-24,292.7494
2012-07-25,293.8355
2012-07-26,294.9405
2012-07-27,296.7122
2012-07-30,298.022
2012-07-31,299.3385
2012-08-01,300.4633
2012-08-02,301.2865
2012-08-03,302.6746
2012-08-06,304.0992
2012-08-07,305.5748
2012-08-08,307.3563
2012-08-09,309.1586
2012-08-10,310.8007
2012-08-13,312.9345
2012-08-14,315.2399
2012-08-15,317.4161
2012-08-16,319.4175
2012-08-17,321.0806
2012-08-20,322.586
2012-08-21,324.1393
2012-08-22,325.8744
2012-08-23,327.4654
2012-08-24,328.5605
2012-08-27,329.4863
2012-08-28,330.5968
2012-08-29,331.9843
2012-08-30,333.3117
2012-08-31,334.409
2012-09-04,335.3675
2012-09-05,336.3751
2012-09-06,337.8088
2012-09-07,339.4087
2012-09-10,340.8825
2012-09-11,341.6895
2012-09-12,342.2467
2012-09-13,343.2122
2012-09-14,344.1353
2012-09-17,344.9589
2012-09-18,346.0307
2012-09-19,347.4849
2012-09-20,348.7623
2012-09-21,350.1964
2012-09-24,351.9707
2012-09-25,353.9754
2012-09-26,355.8865
2012-09-27,357.6041
2012-09-28,359.4302
2012-10-01,361.3534
2012-10-02,363.258
2012-10-03,365.3088
2012-10-04,367.0304
2012-10-05,368.5727
2012-10-08,370.0038
2012-10-09,371.3053
2012-10-10,372.6515
2012-10-11,373.791
2012-10-12,374.6705
2012-10-15,375.4479
2012-10-16,376.1104
2012-10-17,376.8123
2012-10-18,375.9819
2012-10-19,374.6728
2012-10-22,372.8996
2012-10-23,371.174
2012-10-24,369.2642
2012-10-25,367.2896
2012-10-26,365.2997
2012-10-31,363.2563
2012-11-01,361.516
2012-11-02,359.6456
2012-11-05,357.5118
2012-11-06,355.3569
2012-11-07,353.0819
2012-11-08,350.7798
2012-11-09,348.7352
2012-11-12,346.5891
2012-11-13,344.44
2012-11-14,342.2224
2012-11-15,339.7789
2012-11-16,337.0628
2012-11-19,336.3909
2012-11-20,336.0945
2012-11-21,335.7735
2012-11-23,335.4631
2012-11-26,335.058
2012-11-27,334.8812
2012-11-28,335.0949
2012-11-29,335.3856
2012-11-30,335.6559
2012-12-03,335.8398
2012-12-04,336.0422
2012-12-05,336.1951
2012-12-06,336.7972
2012-12-07,337.5977
2012-12-10,338.1592
2012-12-11,338.9361
2012-12-12,339.9017
2012-12-13,341.1594
2012-12-14,342.5312
2012-12-17,344.3769
2012-12-18,345.7025
2012-12-19,346.9599
2012-12-20,348.3765
2012-12-21,349.5717
2012-12-24,350.7842
2012-12-26,351.7411
2012-12-27,352.3084
2012-12-28,352.512
2012-12-31,352.7379
2013-01-02,353.4401
2013-01-03,354.2586
2013-01-04,355.5163
2013-01-07,356.6102
2013-01-08,357.8412
2013-01-09,359.1627
2013-01-10,360.2812
2013-01-11,361.3452
2013-01-14,361.8606
2013-01-15,362.4365
2013-01-16,362.2963
2013-01-17,362.0518
2013-01-18,361.6606
2013-01-22,361.1719
2013-01-23,361.8206
2013-01-24,362.9323
2013-01-25,364.0558
2013-01-28,365.1702
2013-01-29,366.5161
2013-01-30,367.6809
2013-01-31,368.4945
2013-02-01,369.7967
2013-02-04,370.3246
2013-02-05,371.1018
2013-02-06,372.0264
2013-02-07,372.9249
2013-02-08,374.0256
2013-02-11,375.0896
2013-02-12,376.5303
2013-02-13,377.983
2013-02-14,379.8044
2013-02-15,381.85
2013-02-19,384.4164
2013-02-20,386.6631
2013-02-21,388.018
2013-02-22,389.1686
2013-02-25,390.0989
2013-02-26,391.087
2013-02-27,392.2431
2013-02-28,393.431
2013-03-01,394.6974
2013-03-04,395.8485
2013-03-05,397.8443
2013-03-06,399.4904
2013-03-07,401.0559
2013-03-08,402.4996
2013-03-11,403.7397
2013-03-12,404.8729
2013-03-13,405.9916
2013-03-14,406.9616
2013-03-15,407.6257
2013-03-18,407.9994
2013-03-19,408.1115
2013-03-20,408.6694
2013-03-21,409.0638
2013-03-22,409.3297
2013-03-25,409.8029
2013-03-26,410.3618
2013-03-27,410.4341
2013-03-28,410.2582
2013-04-01,410.1328
2013-04-02,409.9206
2013-04-03,409.108
2013-04-04,408.1975
2013-04-05,406.955
2013-04-08,405.5338
2013-04-09,404.1002
2013-04-10,403.1615
2013-04-11,402.2858
2013-04-12,401.4961
2013-04-15,400.6843
2013-04-16,400.3227
2013-04-17,399.6015
2013-04-18,398.3779
2013-04-19,398.0922
2013-04-22,397.8365
2013-04-23,397.7929
2013-04-24,397.8188
2013-04-25,397.9803
2013-04-26,398.1617
2013-04-29,398.6098
2013-04-30,398.899
2013-05-01,399.2558
2013-05-02,400.1219
2013-05-03,401.6935
2013-05-06,403.8678
2013-05-07,405.8634
2013-05-08,407.9561
2013-05-09,409.9896
2013-05-10,412.2511
2013-05-13,414.6485
2013-05-14,416.999
2013-05-15,420.3426
2013-05-16,423.8022
2013-05-17,426.5434
2013-05-20,429.2622
2013-05-21,431.7466
2013-05-22,433.6516
2013-05-23,435.4996
2013-05-24,437.3027
2013-05-28,438.8627
2013-05-29,439.9596
2013-05-30,441.2218
2013-05-31,442.2652
2013-06-03,442.8146
2013-06-04,442.7532
2013-06-05,442.8151
2013-06-06,442.5897
2013-06-07,442.7966
2013-06-10,443.0471
2013-06-11,443.1043
2013-06-12,442.7251
2013-06-13,441.7498
2013-06-14,441.0269
2013-06-17,440.4518
2013-06-18,440.2535
2013-06-19,440.0957
2013-06-20,439.9784
2013-06-21,439.9317
2013-06-24,439.8432
2013-06-25,439.4653
2013-06-26,439.5992
2013-06-27,439.7574
2013-06-28,439.9869
2013-07-01,440.4948
2013-07-02,441.0768
2013-07-03,441.7471
2013-07-05,442.4706
2013-07-08,443.1066
2013-07-09,443.4832
2013-07-10,444.1398
2013-07-11,445.35
2013-07-12,446.5036
2013-07-15,447.7487
2013-07-16,448.5852
2013-07-17,449.0348
2013-07-18,449.2856
2013-07-19,449.583
2013-07-22,450.3295
2013-07-23,451.1824
2013-07-24,452.1027
2013-07-25,452.4551
2013-07-26,452.6627
2013-07-29,452.7104
2013-07-30,452.7866
2013-07-31,452.923
2013-08-01,453.3692
2013-08-02,453.6972
2013-08-05,453.6949
2013-08-06,453.4775
2013-08-07,453.0928
2013-08-08,452.4012
2013-08-09,451.5839
2013-08-12,450.6014
2013-08-13,449.6394
2013-08-14,448.4172
2013-08-15,447.1377
2013-08-16,446.1424
2013-08-19,445.0127
2013-08-20,444.0502
2013-08-21,443.2083
2013-08-22,442.8575
2013-08-23,442.4778
2013-08-26,442.0796
2013-08-27,441.0572
2013-08-28,440.0742
2013-08-29,438.8506
2013-08-30,437.3543
2013-09-03,436.2353
2013-09-04,435.61
2013-09-05,435.3319
2013-09-06,435.0039
2013-09-09,434.9448
2013-09-10,435.024
2013-09-11,435.3987
2013-09-12,435.9818
2013-09-13,436.7193
2013-09-16,437.493
2013-09-17,438.0061
2013-09-18,438.9565
2013-09-19,439.6853
2013-09-20,440.4225
2013-09-23,440.8311
2013-09-24,441.3439
2013-09-25,442.023
2013-09-26,442.7658
2013-09-27,443.2914
2013-09-30,444.0189
2013-10-01,444.6866
2013-10-02,445.0967
2013-10-03,445.0097
2013-10-04,444.8284
2013-10-07,444.2688
2013-10-08,443.3911
2013-10-09,442.3797
2013-10-10,441.7572
2013-10-11,441.3289
2013-10-14,441.0368
2013-10-15,440.934
2013-10-16,440.8013
2013-10-17,440.5606
2013-10-18,443.2765
2013-10-21,446.2056
2013-10-22,449.2189
2013-10-23,453.0853
2013-10-24,456.7812
2013-10-25,460.2622
2013-10-28,463.7502
2013-10-29,467.4927
2013-10-30,471.0645
2013-10-31,474.9387
2013-11-01,478.8179
2013-11-04,482.8396
2013-11-05,487.0488
2013-11-06,491.234
2013-11-07,494.7375
2013-11-08,498.3497
2013-11-11,501.7221
2013-11-12,504.9764
2013-11-13,508.3478
2013-11-14,512.0201
2013-11-15,512.5755
2013-11-18,513.284
2013-11-19,513.7404
2013-11-20,513.5122
2013-11-21,513.7258
2013-11-22,514.1444
2013-11-25,514.92
2013-11-26,515.476
2013-11-27,516.2958
2013-11-29,517.0233
2013-12-02,517.7114
2013-12-03,518.3922
2013-12-04,519.3116
2013-12-05,520.179
2013-12-06,521.7318
2013-12-09,523.2893
2013-12-10,525.1468
2013-12-11,526.7896
2013-12-12,527.7298
2013-12-13,528.3708
2013-12-16,529.3593
2013-12-17,530.32
2013-12-18,531.8134
2013-12-19,533.4161
2013-12-20,535.085
2013-12-23,537.1717
2013-12-24,538.8245
2013-12-26,540.3054
2013-12-27,541.6919
2013-12-30,542.9425
2013-12-31,544.6034
2014-01-02,546.1045
2014-01-03,547.2786
2014-01-06,548.7828
2014-01-07,550.5129
2014-01-08,552.095
2014-01-09,553.238
2014-01-10,554.5644
2014-01-13,555.894
2014-01-14,558.1161
