,Ticker,Open_date,Open_price,Quantity,Trade_price,Close_date,Close_price,Profit,Expiry,Status
0,GOOGL,2021-01-05 00:00:00,1725.0899658203125,28,48302.51904296875,2021-01-19 00:00:00,1784.469970703125,1662.64013671875,0,closed
1,CRM,2021-01-05 00:00:00,219.4900054931641,227,49824.23124694825,2021-01-19 00:00:00,216.75999450683597,-619.7124938964844,0,closed
2,PFE,2021-01-05 00:00:00,36.720001220703125,1361,49975.92166137695,2021-01-19 00:00:00,36.72999954223633,13.607715606689453,0,closed
3,GOOG,2021-01-05 00:00:00,1725.0,28,48300.0,2021-01-19 00:00:00,1790.8599853515625,1844.07958984375,0,closed
4,WBA,2021-01-05 00:00:00,41.5,1204,49966.0,2021-01-19 00:00:00,48.150001525878906,8006.601837158203,0,closed
5,LOW,2021-01-05 00:00:00,159.44000244140625,313,49904.720764160156,2021-01-19 00:00:00,170.75999450683594,3543.157516479492,0,closed
6,MRK,2021-01-05 00:00:00,76.97518920898438,649,49956.89779663086,2021-01-19 00:00:00,79.37976837158203,1560.571876525879,0,closed
7,V,2021-01-05 00:00:00,216.30999755859372,231,49967.60943603515,2021-01-14 00:00:00,201.8600006103516,-3337.9492950439308,0,closed
8,HD,2021-01-05 00:00:00,262.6600036621094,190,49905.40069580078,2021-01-19 00:00:00,273.19000244140625,2000.6997680664062,0,closed
9,GILD,2021-01-05 00:00:00,60.22999954223633,830,49990.89962005615,2021-01-19 00:00:00,67.06999969482422,5677.200126647949,0,closed
10,F,2021-01-15 00:00:00,10.039999961853027,4963,49828.519810676575,2021-01-29 00:00:00,10.529999732971191,2431.8688640594482,0,closed
11,MET,2021-01-15 00:00:00,51.02000045776367,976,49795.520446777344,2021-01-27 00:00:00,48.40999984741211,-2547.360595703125,0,closed
12,SPG,2021-01-15 00:00:00,94.0,530,49820.0,2021-01-29 00:00:00,92.93000030517578,-567.0998382568359,0,closed
13,GM,2021-01-15 00:00:00,51.29999923706055,971,49812.29925918579,2021-01-27 00:00:00,49.34000015258789,-1903.1591110229492,0,closed
14,BA,2021-01-15 00:00:00,208.9600067138672,238,49732.48159790039,2021-01-27 00:00:00,194.02999877929688,-3553.3418884277344,0,closed
15,HON,2021-01-15 00:00:00,207.52999877929688,240,49807.19970703125,2021-01-27 00:00:00,199.3800048828125,-1955.99853515625,0,closed
16,AMGN,2021-01-15 00:00:00,241.17999267578125,206,49683.07849121094,2021-01-29 00:00:00,241.42999267578125,51.5,0,closed
17,NEE,2021-01-15 00:00:00,82.44000244140625,604,49793.761474609375,2021-01-29 00:00:00,80.87000274658203,-948.2798156738281,0,closed
18,WBA,2021-01-15 00:00:00,48.70000076293945,1023,49820.10078048706,2021-01-22 00:00:00,47.45000076293945,-1278.75,0,closed
19,AXP,2021-01-15 00:00:00,122.4800033569336,406,49726.88136291504,2021-01-26 00:00:00,116.1500015258789,-2569.980743408203,0,closed
20,TMO,2021-01-25 00:00:00,518.530029296875,98,50815.94287109375,2021-01-27 00:00:00,482.4800109863281,-3532.9017944335938,0,closed
21,ADBE,2021-01-25 00:00:00,474.510009765625,107,50772.571044921875,2021-02-05 00:00:00,492.1199951171875,1884.2684326171875,0,closed
22,KHC,2021-01-25 00:00:00,32.810001373291016,1552,50921.122131347656,2021-02-05 00:00:00,33.79999923706055,1536.4766845703125,0,closed
23,GOOGL,2021-01-25 00:00:00,1912.739990234375,26,49731.23974609375,2021-01-27 00:00:00,1818.93994140625,-2438.80126953125,0,closed
24,UPS,2021-01-25 00:00:00,159.7100067138672,319,50947.49214172363,2021-02-05 00:00:00,164.3800048828125,1489.7294158935547,0,closed
