,Ticker,Open_date,Open_price,Quantity,Trade_price,Close_date,Close_price,Profit,Expiry,Status
0,MDT,2020-01-03 00:00:00,113.16000366210938,441,49903.561614990234,2020-01-16 00:00:00,118.86000061035156,2513.6986541748047,0,closed
1,MMM,2020-01-03 00:00:00,177.02000427246094,282,49919.641204833984,2020-01-16 00:00:00,181.00999450683597,1125.1772460937573,0,closed
2,BLK,2020-01-03 00:00:00,501.7200012207031,99,49670.28012084961,2020-01-16 00:00:00,535.0,3294.7198791503906,0,closed
3,ADBE,2020-01-03 00:00:00,329.1700134277344,151,49704.67202758789,2020-01-16 00:00:00,345.3800048828125,2447.708709716797,0,closed
4,AMZN,2020-01-03 00:00:00,1864.5,26,48477.0,2020-01-16 00:00:00,1877.93994140625,349.4384765625,0,closed
5,FDX,2020-01-03 00:00:00,152.5,327,49867.5,2020-01-16 00:00:00,159.5399932861328,2302.0778045654297,0,closed
6,XOM,2020-01-03 00:00:00,71.33999633789062,700,49937.99743652344,2020-01-16 00:00:00,68.81999969482422,-1763.9976501464844,0,closed
7,TMUS,2020-01-03 00:00:00,78.05999755859375,640,49958.3984375,2020-01-16 00:00:00,81.44000244140625,2163.203125,0,closed
8,MS,2020-01-03 00:00:00,51.220001220703125,976,49990.72119140625,2020-01-16 00:00:00,56.43999862670898,5094.7174682617115,0,closed
9,MCD,2020-01-03 00:00:00,199.38999938964844,250,49847.49984741211,2020-01-16 00:00:00,210.8500061035156,2865.0016784667896,0,closed
10,CVS,2020-01-17 00:00:00,76.11000061035156,670,50993.70040893555,2020-01-24 00:00:00,71.43000030517578,-3135.6002044677734,0,closed
11,UNH,2020-01-17 00:00:00,300.010009765625,170,51001.70166015625,2020-01-27 00:00:00,284.0899963378906,-2706.4022827148438,0,closed
12,ABT,2020-01-17 00:00:00,88.44999694824219,576,50947.1982421875,2020-01-31 00:00:00,87.13999938964844,-754.55859375,0,closed
13,WMT,2020-01-17 00:00:00,116.0500030517578,439,50945.95133972167,2020-01-31 00:00:00,114.48999786376952,-684.8422775268555,0,closed
14,VZ,2020-01-17 00:00:00,59.68999862670898,854,50975.258827209465,2020-01-31 00:00:00,59.43999862670898,-213.5,0,closed
15,IBM,2020-01-17 00:00:00,136.5399932861328,373,50929.41749572754,2020-01-31 00:00:00,143.72999572753906,2681.8709106445312,0,closed
16,UNP,2020-01-17 00:00:00,183.67999267578125,277,50879.357971191406,2020-01-31 00:00:00,179.4199981689453,-1180.0184783935547,0,closed
17,SPG,2020-01-17 00:00:00,148.64999389648438,343,50986.94790649414,2020-01-28 00:00:00,139.99000549316406,-2970.376022338867,0,closed
18,BLK,2020-01-17 00:00:00,537.0599975585938,94,50483.63977050781,2020-01-31 00:00:00,527.3499755859375,-912.7420654296875,0,closed
19,CSCO,2020-01-17 00:00:00,49.310001373291016,1034,50986.54141998291,2020-01-30 00:00:00,47.2400016784668,-2140.379684448242,0,closed
20,WFC,2020-01-27 00:00:00,46.88999938964844,1084,50828.759338378906,2020-02-07 00:00:00,47.84000015258789,1029.8008270263672,0,closed
21,TGT,2020-01-27 00:00:00,112.9499969482422,450,50827.49862670899,2020-02-07 00:00:00,115.61000061035156,1197.0016479492115,0,closed
22,HD,2020-01-27 00:00:00,228.1999969482422,222,50660.399322509766,2020-02-07 00:00:00,237.3000030517578,2020.2013549804688,0,closed
23,LIN,2020-01-27 00:00:00,205.22000122070312,247,50689.34030151367,2020-02-07 00:00:00,214.16000366210935,2208.1806030273365,0,closed
24,CAT,2020-01-27 00:00:00,136.89999389648438,371,50789.8977355957,2020-02-03 00:00:00,129.77000427246094,-2645.2261505126953,0,closed
25,UPS,2020-01-27 00:00:00,114.9499969482422,442,50807.898651123054,2020-01-30 00:00:00,108.0,-3071.898651123054,0,closed
26,ABT,2020-01-27 00:00:00,89.11000061035156,570,50792.70034790039,2020-02-07 00:00:00,87.87000274658203,-706.7987823486328,0,closed
27,AAPL,2020-01-27 00:00:00,77.51499938964844,656,50849.839599609375,2020-02-07 00:00:00,80.00749969482422,1635.0802001953125,0,closed
28,CVX,2020-01-27 00:00:00,110.25,461,50825.25,2020-02-07 00:00:00,108.94000244140624,-603.908874511726,0,closed
29,GE,2020-01-27 00:00:00,11.449999809265137,4442,50860.89915275574,2020-02-07 00:00:00,12.829999923706056,6129.960508346565,0,closed
30,DIS,2020-02-03 00:00:00,139.7899932861328,359,50184.60758972168,2020-02-14 00:00:00,139.5399932861328,-89.75,0,closed
31,CHTR,2020-02-03 00:00:00,522.8400268554688,96,50192.642578125,2020-02-14 00:00:00,534.8900146484375,1156.798828125,0,closed
32,ABBV,2020-02-03 00:00:00,81.30999755859375,618,50249.57849121094,2020-02-14 00:00:00,94.0500030517578,7873.323394775383,0,closed
33,IBM,2020-02-03 00:00:00,144.25,348,50199.0,2020-02-14 00:00:00,150.6999969482422,2244.5989379882812,0,closed
34,GM,2020-02-03 00:00:00,33.560001373291016,1497,50239.32205581665,2020-02-14 00:00:00,34.7599983215332,1796.3954315185547,0,closed
35,NFLX,2020-02-03 00:00:00,347.239990234375,144,50002.55859375,2020-02-14 00:00:00,380.3999938964844,4775.04052734375,0,closed
36,AMGN,2020-02-03 00:00:00,216.38999938964844,232,50202.47985839844,2020-02-14 00:00:00,223.47999572753903,1644.8791503906177,0,closed
37,BKNG,2020-02-03 00:00:00,1838.8699951171875,27,49649.48986816406,2020-02-14 00:00:00,1990.9599609375,4106.4290771484375,0,closed
38,T,2020-02-03 00:00:00,37.959999084472656,1324,50259.0387878418,2020-02-14 00:00:00,38.25,383.9612121582031,0,closed
39,DUK,2020-02-03 00:00:00,97.62999725341795,514,50181.81858825683,2020-02-14 00:00:00,101.27999877929688,1876.100784301765,0,closed
40,VZ,2020-02-18 00:00:00,58.7599983215332,1772,104122.71702575684,2020-02-27 00:00:00,55.060001373291016,-6556.394592285156,0,closed
41,MDLZ,2020-02-18 00:00:00,58.959999084472656,1766,104123.35838317871,2020-02-27 00:00:00,54.459999084472656,-7947.0,0,closed
42,EXC,2020-02-18 00:00:00,49.91999816894531,2086,104133.11618041992,2020-02-26 00:00:00,47.04999923706055,-5986.817771911621,0,closed
43,MDT,2020-02-18 00:00:00,114.2300033569336,911,104063.5330581665,2020-02-25 00:00:00,108.52999877929688,-5192.704170227051,0,closed
44,PG,2020-02-18 00:00:00,125.83000183105467,827,104061.41151428221,2020-02-27 00:00:00,113.5,-10196.911514282212,0,closed
45,NEE,2020-02-18 00:00:00,70.0,1487,104090.0,2020-02-27 00:00:00,63.962501525878906,-8977.760231018066,0,closed
46,MRK,2020-02-18 00:00:00,79.08396911621094,1316,104074.5033569336,2020-02-27 00:00:00,74.50381469726562,-6027.483215332031,0,closed
47,TXN,2020-02-18 00:00:00,131.10000610351562,794,104093.4048461914,2020-02-24 00:00:00,121.44000244140624,-7670.042907714858,0,closed
48,AXP,2020-02-18 00:00:00,135.8699951171875,766,104076.41625976562,2020-02-24 00:00:00,128.19000244140625,-5882.8743896484375,0,closed
49,PEP,2020-02-18 00:00:00,147.11000061035156,707,104006.77043151855,2020-02-27 00:00:00,136.3699951171875,-7593.183883666992,0,closed
50,MRK,2020-02-25 00:00:00,77.7957992553711,1321,102768.25081634521,2020-02-28 00:00:00,73.05343627929688,-6264.661491394043,0,closed
51,MRK,2020-02-26 00:00:00,76.96565246582031,1328,102210.38647460938,2020-02-28 00:00:00,73.05343627929688,-5195.423095703125,0,closed
52,GILD,2020-02-27 00:00:00,78.30999755859375,1298,101646.37683105469,2020-02-27 00:00:00,72.66000366210938,-7333.692077636719,0,closed
53,BK,2020-02-28 00:00:00,39.52000045776367,486,19206.720222473145,2020-03-06 00:00:00,38.06999969482422,-704.7003707885742,0,closed
54,UPS,2020-02-28 00:00:00,88.62999725341797,217,19232.7094039917,2020-03-12 00:00:00,86.16999816894531,-533.8198013305664,0,closed
55,MDT,2020-02-28 00:00:00,98.97000122070312,194,19200.180236816406,2020-03-09 00:00:00,92.4000015258789,-1274.5799407958984,0,closed
56,PG,2020-02-28 00:00:00,109.45999908447266,175,19155.499839782715,2020-03-12 00:00:00,101.83999633789062,-1333.5004806518555,0,closed
57,DIS,2020-02-28 00:00:00,114.51000213623048,168,19237.680358886722,2020-03-09 00:00:00,104.3499984741211,-1706.8806152343786,0,closed
58,BKNG,2020-02-28 00:00:00,1643.6400146484375,11,18080.040161132812,2020-03-09 00:00:00,1527.800048828125,-1274.2396240234375,0,closed
59,BLK,2020-02-28 00:00:00,459.25,41,18829.25,2020-03-09 00:00:00,419.010009765625,-1649.839599609375,0,closed
60,AMGN,2020-02-28 00:00:00,198.0500030517578,97,19210.850296020508,2020-03-12 00:00:00,182.2400054931641,-1533.56976318359,0,closed
61,GS,2020-02-28 00:00:00,199.08999633789065,96,19112.639648437504,2020-03-09 00:00:00,172.80999755859375,-2522.8798828125036,0,closed
62,AMGN,2020-03-02 00:00:00,199.8999938964844,95,18990.49942016602,2020-03-12 00:00:00,182.2400054931641,-1677.6988983154297,0,closed
63,BLK,2020-03-02 00:00:00,467.1400146484375,40,18685.6005859375,2020-03-06 00:00:00,450.4100036621094,-669.200439453125,0,closed
64,LMT,2020-03-02 00:00:00,371.3500061035156,51,18938.850311279297,2020-03-09 00:00:00,352.0299987792969,-985.3203735351562,0,closed
65,DIS,2020-03-02 00:00:00,119.12999725341795,159,18941.669563293453,2020-03-05 00:00:00,113.9800033569336,-818.849029541012,0,closed
66,MDT,2020-03-02 00:00:00,101.62999725341795,187,19004.809486389157,2020-03-09 00:00:00,92.4000015258789,-1726.009201049801,0,closed
67,AVGO,2020-03-02 00:00:00,276.760009765625,68,18819.6806640625,2020-03-06 00:00:00,269.45001220703125,-497.079833984375,0,closed
68,LLY,2020-03-02 00:00:00,127.73999786376952,148,18905.519683837887,2020-03-13 00:00:00,139.3699951171875,1721.239593505863,0,closed
69,QCOM,2020-03-02 00:00:00,79.0199966430664,240,18964.799194335938,2020-03-09 00:00:00,72.63999938964844,-1531.1993408203125,0,closed
